device_id,cpu,cpu_best,cpu_level,cpu_desc,ram,ram_best,ram_level,ram_desc,screen,screen_best,screen_level,screen_desc,res_ratio,res_ratio_best,res_ratio_level,res_ratio_desc,weight,weight_level,weight_best,weight_desc
1967033,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1967034,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1967035,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.53Kg,62.57,"",""
1967046,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.5Kg,64.2,"",""
1967049,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.45Kg,73.23,"",""
1967493,,,,,16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,,,,
1967505,,,,,32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1968319,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.45Kg,73.23,"",""
1968363,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,,,,
1968364,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,,,,
1968463,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.42Kg,75.13,"",""
1968464,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.42Kg,75.13,"",""
1968471,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968472,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968473,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968479,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2800x1800,"",92.58,超高清屏,1.11Kg,95.31,"",""
1968480,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2800x1800,"",92.58,超高清屏,1.11Kg,95.31,"",""
1968483,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1968484,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1968485,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1968486,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1968492,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968493,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968494,2.6GHz,"",69.07,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968495,2.4GHz,"",52.34,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968496,2.4GHz,"",52.34,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968497,2.4GHz,"",52.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1968617,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1968619,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1968633,2.9GHz,"",81.53,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2560x1600,"",83.33,超高清屏,960g,97.92,"",""
1970859,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,13.3英寸,"",6.55,13.3移动、办公,2880x1800,"",92.58,超高清屏,990g,96.51,"",""
1970860,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.4Kg,76.4,"",""
1970861,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.75Kg,42.79,"",""
1971134,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.1Kg,21.8,"",""
1971543,2.6GHz,"",69.07,"",,,,,16英寸,"",91.33,"",,,,,1.75Kg,42.79,"",""
1971544,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",,,,,1.4Kg,76.4,"",""
1972647,,,,,16GB,"",75.3,极速运行,16.5英寸,"",94.29,"",2560x1440,"",60.17,超高清屏,,,,
1974197,,,,,32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1974237,3.4GHz,"",92.52,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.39Kg,82.43,"",""
1974239,3.4GHz,"",92.52,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.39Kg,82.43,"",""
1974243,3.4GHz,"",92.52,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.7Kg,44.48,"",""
1974250,3.4GHz,"",92.52,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.66Kg,50.58,"",""
1974251,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.66Kg,50.58,"",""
1974252,3.4GHz,"",92.52,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.66Kg,50.58,"",""
1974254,,,,,32GB（16GB×2）,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.66Kg,50.58,"",""
1974280,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.91Kg,28.78,"",""
1974285,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1974286,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1974294,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1974296,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1974297,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1974298,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1974592,2.4GHz,"",52.34,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1366x768,"",0.21,普通屏,,,,
1974598,2.4GHz,"",52.34,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.85Kg,32.7,"",""
1974600,2.4GHz,"",52.34,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.85Kg,32.7,"",""
1974610,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.9Kg,29.21,"",""
1975420,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1975421,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1975423,2.2GHz,"",42.32,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1975424,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1975425,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1977319,,,,,16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,,,,
1977320,,,,,16GB,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,,,,
1977321,,,,,16GB,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977322,,,,,32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977323,,,,,32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977324,,,,,32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977325,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,,,,
1977326,,,,,32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977327,,,,,32GB,"",96.07,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977438,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1977439,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1977440,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1977441,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1977442,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1977443,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1977448,,,,,16GB,"",75.3,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,2560x1600,"",83.33,超高清屏,1.5Kg,64.2,"",""
1977449,,,,,16GB,"",75.3,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,2560x1600,"",83.33,超高清屏,1.5Kg,64.2,"",""
1977450,,,,,32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.5Kg,64.2,"",""
1977451,,,,,32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.5Kg,64.2,"",""
1977452,,,,,16GB,"",75.3,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,2560x1600,"",83.33,超高清屏,1.5Kg,64.2,"",""
1977453,,,,,32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.5Kg,64.2,"",""
1977454,,,,,32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.5Kg,64.2,"",""
1977457,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977458,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977460,,,,,16GB,"",75.3,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1977461,,,,,16GB,"",75.3,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1977463,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977464,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977466,,,,,32GB（16GB×2）,"",96.07,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1977467,,,,,64GB（32GB×2）,"",99.79,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1977470,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977472,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,,,,
1977473,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,,,,
1977474,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,,,,
1977477,,,,,64GB,"",99.79,极速运行,18英寸,"",100,"",3840x2400,"",100,超高清屏,,,,
1977478,,,,,64GB,"",99.79,极速运行,18英寸,"",100,"",3840x2400,"",100,超高清屏,,,,
1977498,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,,,,
1977499,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",3840x2400,"",100,超高清屏,,,,
1977500,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,,,,
1977501,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,,,,
1977502,,,,,32GB,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,,,,
1977503,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.99Kg,26.17,"",""
1977510,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977511,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977512,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977513,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977514,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977515,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977516,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",3840x2400（1920x1200）,"",100,超高清屏,,,,
1977526,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977527,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977529,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977530,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977531,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977532,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977533,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977534,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977535,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977536,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977540,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977541,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977542,2.6GHz,"",69.07,"",32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977543,2.6GHz,"",69.07,"",32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977544,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977545,,,,,32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977546,,,,,32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.17Kg,20.56,"",""
1977548,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977549,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1977555,,,,,16GB,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977556,,,,,16GB,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,,,,
1977559,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977560,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977561,,,,,32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977562,,,,,64GB,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977563,,,,,64GB,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977564,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977565,,,,,16GB,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977566,,,,,32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977567,,,,,32GB,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977568,,,,,64GB,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977569,,,,,64GB,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1977575,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2880x1620,"",83.69,超高清屏,,,,
1977661,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.19Kg,94.07,"",""
1977695,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,,,,
1977700,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2880x1800,"",92.58,超高清屏,,,,
1977709,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.61Kg,6.07,"",""
1977710,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.61Kg,6.07,"",""
1977711,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.52Kg,63.53,"",""
1977712,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1600,"",83.33,超高清屏,1.52Kg,63.53,"",""
1977713,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1600,"",83.33,超高清屏,1.52Kg,63.53,"",""
1977731,,,,,32GB（16GB×2）,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,,,,
1977732,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1977733,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1977734,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.27Kg,17.64,"",""
1977738,3.8GHz,"",97.55,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
1977739,4GHz,"",98.98,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
1977740,4GHz,"",98.98,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
1977741,4GHz,"",98.98,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
1977833,,,,,16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.53Kg,62.57,"",""
1978003,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.85Kg,32.7,"",""
1978004,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.85Kg,32.7,"",""
1980958,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1980959,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1980960,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1980961,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1980962,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1980963,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1980964,,,,,64GB,"",99.79,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1981465,,,,,32GB,"",96.07,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1981466,,,,,32GB,"",96.07,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1981467,,,,,32GB,"",96.07,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1981469,,,,,64GB,"",99.79,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1981470,,,,,64GB,"",99.79,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,,,,
1981765,3.8GHz,"",97.55,"",32GB（16GB×2）,"",96.07,极速运行,15.3英寸,"",43.67,15.3游戏、便捷,2560x1600,"",83.33,超高清屏,2Kg,23.39,"",""
1981787,,,,,32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1981788,,,,,32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1981789,,,,,64GB,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1981802,,,,,32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,3.3Kg,1.23,"",""
1981803,,,,,64GB（32GB×2）,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,3.3Kg,1.23,"",""
1981804,,,,,32GB（16GB×2）,"",96.07,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,3.3Kg,1.23,"",""
1981805,,,,,64GB（32GB×2）,"",99.79,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,3.3Kg,1.23,"",""
1982184,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,28880x1080,"",42.46,全高清屏,1.29Kg,88.96,"",""
1982530,3.8GHz,"",97.55,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
1982536,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1982537,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1982541,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.91Kg,28.78,"",""
1982542,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.91Kg,28.78,"",""
1982652,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880*1800,"",92.58,超高清屏,,,,
1982653,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880*1800,"",92.58,超高清屏,,,,
1982654,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880*1800,"",92.58,超高清屏,,,,
1982685,,,,,16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.53Kg,62.57,"",""
1982688,,,,,16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.53Kg,62.57,"",""
1982691,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1982692,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.46Kg,71.75,"",""
1982695,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.46Kg,71.75,"",""
1982696,3.8GHz,"",97.55,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.46Kg,71.75,"",""
1982874,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1200,"",48.44,全高清屏,1.46Kg,71.75,"",""
